ID,Source,Date Published,Pages,Title,Inventer,Filing Date,Applicant Name,Patent Number,Relevency
398,US-PGPUB,2024-10-10,15,METHOD AND APPARATUS FOR SUPPORTING MAXIMUM GROUP DATA RATE,MOON; Sangjun,2024-04-04,"SAMSUNG ELECTRONICS CO., LTD.",20240340688,4.819168
399,US-PGPUB,2024-10-10,15,COMPUTE-IN-MEMORY CIRCUIT AND CONTROL METHOD THEREOF,WANG; Zongwei et al.,2024-04-08,Peking University,20240339138,5.4820037
400,US-PGPUB,2024-10-10,101,COMPOSITIONS AND METHODS FOR THE INDUCTION AND TUNING OF GENE EXPRESSION,Perez-Pinera; Pablo et al.,2024-01-17,Duke University,20240336892,4.9438367
401,US-PGPUB,2024-10-10,31,TECHNIQUE FOR IMAGE-TO-IMAGE TASK NEURAL NETWORK PRETRAINING,Neumann; Dominik et al.,2024-03-28,Siemens Healthineers AG,20240339199,5.1089067
402,US-PGPUB,2024-10-10,28,HYDRO-ELECTROLYSIS THERMAL ELECTRICITY GENERATION SYSTEM AND METHOD,Wilson; Charles Robert,2024-04-05,Wilson; Charles Robert,20240339951,4.002681
403,US-PGPUB,2024-10-10,22,MEDICAL DEVICE HAVING A POLYMERIC NANOCOMPOSITE ACTIVELY CONTROLLED FOR RAPID HEALING OF FRACTURES AND SOFT TISSUE INJURY,GHUGE; Raghavendra Vitthalrao,2024-04-05,"Sleep Solutions of Texas, LLC",20240335583,5.069765
404,US-PGPUB,2024-10-10,22,METHOD AND UE FOR MANAGING SATELLITE COVERAGE AVAILABILITY INFORMATION IN TELECOMMUNICATION NETWORK,KUMAR; Lalith et al.,2024-04-05,"SAMSUNG ELECTRONICS CO., LTD.",20240340777,4.4240623
405,US-PGPUB,2024-10-10,110,MODULAR SUPPORT TO PROVIDE A PATIENT JOURNEY FOR CLINICAL STUDIES,Hompesch; Marcus et al.,2024-04-29,"ProSciento, Inc.",20240339182,4.7431793
406,US-PGPUB,2024-10-10,13,SECONDARY BATTERY AND ELECTRONIC APPARATUS,WANG; Weidong,2024-04-05,Ningde Amperex Technology Limited,20240339617,5.405125
407,US-PGPUB,2024-10-10,20,Bone Implant Shell With Multiple Fixation Options,Haggerty; Zz et al.,2024-04-05,Howmedica Osteonics Corp.,20240335291,3.9029388
408,US-PGPUB,2024-10-10,11,SYSTEMS AND METHODS FOR MOBILE SPEECH HEARING OPTIMIZATION,Banks; Russell et al.,2024-04-05,"Linus Health, Inc.",20240335141,5.064384
409,US-PGPUB,2024-10-10,19,PAN-TILT CAMERA EQUIPMENT,Zhang; Yiyin et al.,2024-04-05,"Shenzhen Oceanwing Smart Innovations Technology Co., Ltd",20240337906,3.5986195
410,US-PGPUB,2024-10-10,25,Methods of Treating Graft Versus Host Disease,Clarke; William R. et al.,2024-04-05,"The Medical College of Wisconsin, Inc.",20240335545,3.1872573
411,US-PGPUB,2024-10-10,16,"SYSTEMS, METHODS, AND APPARATUSES FOR ACCRUING AND REUSING KNOWLEDGE (ARK) FOR SUPERIOR AND ROBUST PERFORMANCE BY A TRAINED AI MODEL FOR USE WITH MEDICAL IMAGE CLASSIFICATION",Ma; DongAo et al.,2024-04-05,Arizona Board of Regents on behalf of Arizona State University,20240339200,5.946054
412,US-PGPUB,2024-10-10,29,"SYSTEMS, METHODS, AND APPARATUS FOR COMPUTATIONAL DEVICE COMMUNICATION USING A COHERENT INTERFACE",CHOI; Changho et al.,2024-04-04,"Samsung Electronics Co., Ltd.",20240338315,2.9759839
413,US-PGPUB,2024-10-10,18,SYSTEM AND METHODS FOR PERSONALIZED NON-ENZYME SIGNAL COMPENSATION,AN; Qi et al.,2024-04-05,"Dexcom, Inc.",20240335168,3.3206956
414,US-PGPUB,2024-10-10,81,Ecosystem for Prediction and/or Prevention of Loss,Hurliman; John et al.,2024-04-10,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,20240338776,5.7852015
415,US-PGPUB,2024-10-10,12,APPARATUS AND METHOD FOR DATA CLUSTERING,LEE; CHANGHEE,2024-04-09,CHUNG ANG University industry Academic Cooperation Foundation,20240338388,6.5112214
416,US-PGPUB,2024-10-10,28,SYSTEMS AND METHODS FOR TESTING OF MEDICAL DEVICES,Ruiter; Karl A. et al.,2024-04-08,"PRONK TECHNOLOGIES, INC.",20240339209,4.501665
417,US-PGPUB,2024-10-10,51,COLLATING AND PRESENTING COMMUNICATIONS BASED ON ONE OR MORE CHARACTERISTICS,Solovay; Michael Alan,2024-03-20,Solovay; Michael Alan,20240340261,4.368341
418,US-PGPUB,2024-10-10,96,HOME SCORE MARKETPLACE,Mullins; John et al.,2024-04-10,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,20240338775,5.311952
419,US-PGPUB,2024-10-10,21,POLYMER COMPOSITIONS WITH ANTIMICROBIAL NANOPARTICLES AND METHODS OF MANUFACTURE,NIEDERMEYER; William H.,2024-04-09,"EVOQ NANO, INC.",20240336755,3.454166
420,US-PGPUB,2024-10-10,38,SYSTEMS AND METHODS FOR AUTOMATIC CONDITION DETERMINATION FOR CLAIM ADJUDICATION,Haws; Andrew,2024-04-01,Synchrony Bank,20240338773,6.3731713
421,US-PGPUB,2024-10-10,109,RECOMMENDATION SYSTEM TO PURCHASE A NEW DEVICE TO IMPROVE A HOME SCORE,Mullins; John et al.,2024-04-10,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,20240338747,4.6583166
422,US-PGPUB,2024-10-10,17,SCENT BULLET FISHING TACKLE SCENT AND BAIT RELEASE SYSTEM,Akopov; Michael et al.,2024-04-05,"Akopov; Michael,Akopov; Faith",20240334918,6.017845
423,US-PGPUB,2024-10-10,27,"LIGHT-EMITTING DEVICE HAVING CONTROL CONNECTION BETWEEN GATE OF DRIVE TRANSISTOR AND POWER SUPPLY, PHOTOELECTRIC CONVERSION DEVICE, ELECTRONIC APPARATUS, LIGHTING DEVICE AND MOVING BODY",SASAGO; TOMOYA et al.,2024-04-09,CANON KABUSHIKI KAISHA,20240339079,3.351363
424,US-PGPUB,2024-10-10,109,MACHINE VISION AND/OR COMPUTER VISION SYSTEM TO PURCHASE A NEW DEVICE TO IMPROVE A HOME SCORE,Gibson; Sharon et al.,2024-04-10,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,20240338748,4.6820498
425,US-PGPUB,2024-10-10,15,DATA PROCESSING SYSTEM FOR CONVERTING MERIDIAN PARAMETERS INTO BIOMEDICAL DATA,HU; Hsiang-Wei et al.,2024-04-09,"HU; Hsiang-Wei,LEE; Rong-Shean",20240339222,6.040257
426,US-PGPUB,2024-10-10,79,RECOMMENDATION SYSTEM TO REPLACE OR REPAIR AN EXISTING DEVICE TO IMPROVE A HOME SCORE,Starr; Amy L. et al.,2024-04-10,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,20240338664,5.3522735
427,US-PGPUB,2024-10-10,29,METHOD AND SYSTEM FOR CONFIGURING MEASUREMENT GAPS IN WIRELESS NETWORK,ABRAHAM; Aby Kanneath et al.,2024-04-02,"Samsung Electronics Co., Ltd.",20240340676,4.1985936
428,US-PGPUB,2024-10-10,27,Artificial Satellite System and Method for Measuring Distance Between Artificial Satellites,KIMURA; Hisatoshi et al.,2024-03-05,"Hitachi, Ltd.",20240340078,6.6094117
429,US-PGPUB,2024-10-10,38,MEASURING AND ADJUSTING PRESSURE OF SUPPORT CUSHIONS,Balz; Timothy et al.,2024-04-10,"Kalogon, Inc.",20240335340,3.7255695
430,US-PGPUB,2024-10-10,27,SYSTEMS AND METHODS FOR MULTIPLE-OBJECT TRACKING,Patsekin; Aleksandr et al.,2024-04-03,Palantir Technologies Inc.,20240338830,5.293371
431,US-PGPUB,2024-10-10,89,MICRORNA-REGULATED BIOMARKERS AND DRUG TARGETS FOR IMPROVING DIAGNOSIS AND TREATMENT OF LUNG OR BREAST CANCER,Guo; Nancy Lan,2024-04-08,West Virginia University Board of Governors on behalf of West Virginia University,20240336977,3.4441147
432,US-PGPUB,2024-10-10,44,Wearable Device For Adjusting Haptic Responses Based On A Fit Characteristic,Rathod; Sudhanshu,2024-02-26,"Meta Platforms Technologies, LLC",20240338081,6.570737
433,US-PGPUB,2024-10-10,44,ELECTRONIC DEVICE INCLUDING MAGNET ASSEMBLY,PARK; Junghyung et al.,2024-05-02,"Samsung Electronics Co., Ltd.",20240340364,2.86525
434,US-PGPUB,2024-10-10,11,PULMONARY LUNG DISEASE DIAGNOSTICS SYSTEM COMPRISED OF DEEP LEARNING ALGORITHMS AND NETWORK INTERFACE,Zhang; Pinzhi et al.,2024-04-02,Georgia Tech Research Corporation,20240335134,5.488747
435,US-PGPUB,2024-10-10,98,Compounds and Methods for Reducing DMPK Expression,Rigo; Frank et al.,2023-10-13,"Ionis Pharmaceuticals, Inc.",20240335556,5.648076
436,US-PGPUB,2024-10-10,19,ADAPTING A LANGUAGE MODEL FOR MULTIMODAL MULTI-TASK LEARNING,SIKKA; Karan et al.,2024-03-28,SRI International,20240338599,3.5147045
437,US-PGPUB,2024-10-10,46,"VEHICLE DRIVING ASSIST DEVICE, VEHICLE DRIVING ASSIST METHOD, AND NON-TRANSITORY STORAGE MEDIUM",HAMADA; Kentaro et al.,2024-04-02,TOYOTA JIDOSHA KABUSHIKI KAISHA,20240336299,2.760843
438,US-PGPUB,2024-10-10,18,IMAGE CAPTURE APPARATUS AND CONTROL METHOD,HARADA; OSAMU,2024-04-02,CANON KABUSHIKI KAISHA,20240338172,3.528244
439,US-PGPUB,2024-10-10,30,SYSTEM AND METHOD FOR AUTOMATICALLY GENERATING AND PRESENTING INSIGHT DATA IN FORM OF NATURAL LANGUAGE,Talluri; Venkataravikishore et al.,2024-04-04,"Walmart Apollo, LLC",20240338600,3.1728826
440,US-PGPUB,2024-10-10,79,Semi-Solid Electrolyte Systems for High-Voltage Aqueous Zinc-Ion Batteries,Xiong; Guoping et al.,2024-04-10,"Board of Regents, The University of Texas System",20240339671,2.3271985
441,US-PGPUB,2024-10-10,38,MAPPING RESTING-STATE EEG ONTO MOTOR IMAGERY EEG SIGNALS VIA DATA CLUSTERING FOR REDUCED CLASSIFIER TRAINING REQUIREMENTS,Naser; Mohammad Yousef Mousa et al.,2024-04-08,"Kennesaw State University Research And Service Foundation, Inc.",20240335311,4.2128863
442,US-PGPUB,2024-10-10,66,C3B INACTIVATING POLYPEPTIDE,CLARK; Simon et al.,2024-02-09,Complement Therapeutics Limited,20240336675,3.7509043
443,US-PGPUB,2024-10-10,41,METHOD AND APPARATUS FOR MEASURING CHANNEL TO REDUCE WIRELESS POWER,Park; kyujin,2024-04-04,KT CORPORATION,20240340058,4.126251
444,US-PGPUB,2024-10-10,26,TEMPORARY TATTOOING APPARATUS,Hollowell; SueAnn,2024-04-04,Hollowell; SueAnn,20240340384,4.196818
445,US-PGPUB,2024-10-10,39,SYSTEMS AND METHODS FOR COLLUSION DETECTION,LYONS; Martin S. et al.,2024-05-07,"LNW Gaming, Inc.",20240339000,2.3319645
446,US-PGPUB,2024-10-10,50,SYSTEMS AND METHODS FOR LINKING DEVICES AND PROTECTING DATA,Bhatia; Niraj et al.,2024-04-05,ON THE WAY LLC,20240338480,2.4426103
447,US-PGPUB,2024-10-10,123,AMPLIFICATION OF FORMAL METHOD AND FUZZ TESTING TO ENABLE SCALABLE ASSURANCE FOR COMMUNICATION SYSTEM,Wang; Ying et al.,2024-04-05,The Trustees of The Stevens Institute of Technology,20240338458,2.321957
448,US-PGPUB,2024-10-10,36,Security Screening Device And Systems And Methods Of Using The Same,Horton; Rodney Paul,2024-04-05,"Cardiac Innovation, LLC",20240338986,3.2290204
449,US-PGPUB,2024-10-10,27,DISPLACEMENT DEVICES,HU; Yisheng et al.,2024-04-10,SOUTHWEST PETROLEUM UNIVERSITY,20240337579,2.8874526
450,US-PGPUB,2024-10-10,150,RESIST COMPOSITION AND PATTERN FORMING PROCESS,Hatakeyama; Jun et al.,2023-10-17,"Shin-Etsu Chemical Co., Ltd.",20240337938,3.0739462
451,US-PGPUB,2024-10-10,101,HEAT AND MOISTURE EXCHANGER FOR WITH PATIENT INTERFACE,BENCKE; James McKensey et al.,2024-05-21,RESMED PTY LTD,20240335633,1.9288177
452,US-PGPUB,2024-10-10,26,System and method for using tokens to track and distribute assets,Kumar; Ashish,2024-04-03,Kumar; Ashish,20240338679,3.5247657
453,US-PGPUB,2024-10-10,24,METHODS AND KITS FOR DETECTING CANNABINOIDS,Vemulakonda; Venkata Raghavendra Sai et al.,2024-04-10,"Ricovr Healthcare Inc.,Indian Institute of Technology Madras (IIT Madras)",20240337651,4.0799656
454,US-PGPUB,2024-10-10,123,AMPLIFICATION OF FORMAL METHOD AND FUZZ TESTING TO ENABLE SCALABLE ASSURANCE FOR COMMUNICATION SYSTEM,Wang; Ying et al.,2024-04-05,The Trustees of The Stevens Institute of Technology,20240340302,2.3400326
455,US-PGPUB,2024-10-10,22,METHOD AND DEVICE USED FOR WIRELESS COMMUNICATION,YANG; Lin et al.,2024-04-02,"YANG; Lin,ZHANG; Xiaobo",20240340138,5.2105513
456,US-PGPUB,2024-10-10,25,DESIGN OF PHOTONIC SUPER-GATES,Marquez; Bicky A. et al.,2024-02-08,Milkshake Technology Inc.,20240337829,5.5162
457,US-PGPUB,2024-10-10,22,SCALING ECOMMERCE WITH SHORT-FORM VIDEO,Chen; Jing Xian et al.,2024-04-09,"Loop Now Technologies, Inc.",20240338739,5.4709687
458,US-PGPUB,2024-10-10,109,"SYSTEMS, METHODS, AND APPARATUS TO BUILD A PATIENT JOURNEY FOR CLINICAL STUDIES",Hompesch; Marcus et al.,2024-04-29,"ProSciento, Inc.",20240339181,4.922707
459,US-PGPUB,2024-10-10,109,"SYSTEMS, METHODS, AND APPARATUS TO PROVIDE A CLINICAL STUDY PORTAL",Hompesch; Marcus et al.,2024-04-29,"ProSciento, Inc.",20240339183,4.5854506
460,US-PGPUB,2024-10-10,109,"SYSTEMS, METHODS, AND APPARATUS TO PROVIDE LONGITUDINAL PATIENT DATA",Hompesch; Marcus et al.,2024-04-29,"ProSciento, Inc.",20240339184,4.512275
461,US-PGPUB,2024-10-10,29,HEATER ASSEMBLY AND AEROSOL GENERATING DEVICE INCLUDING THE SAME,LEE; Jong Sub et al.,2024-04-03,KT&amp;G CORPORATION,20240334977,2.881972
462,US-PGPUB,2024-10-10,62,ACRYLAMIDE DERIVATIVES USEFUL AS ANTI-INFLAMMATORY AGENTS,FYFE; Matthew Colin Thor et al.,2022-06-22,Sitryx Therapeutics Limited,20240335451,1.7719419
463,US-PGPUB,2024-10-10,71,"METHOD EXECUTED BY USER EQUIPMENT, METHOD EXECUTED BY NETWORK NODE, AND STORAGE MEDIUM",LIU; Dan et al.,2024-05-16,"Samsung Electronics Co., Ltd.",20240340667,2.0159304
464,US-PGPUB,2024-10-10,83,TURBINE POWERED BY EXHAUST FAN,FARB; Mark Daniel,2024-05-21,"FLOWER TURBINES, INC.",20240337237,5.965096
465,US-PGPUB,2024-10-10,48,MOTION VECTOR PREDICTION-BASED IMAGE/VIDEO CODING METHOD AND DEVICE,Jang; Hyeongmoon et al.,2024-06-06,LG ELECTRONICS INC.,20240340437,2.3163304
466,US-PGPUB,2024-10-10,19,NATURAL LANGUAGE INTERFACE FOR MONITORING OF MANUFACTURING PROCESSES,DEMAAGD; Kurtis Alan et al.,2024-04-04,"Sight Machine, Inc.",20240338529,6.1216617
467,US-PGPUB,2024-10-10,14,Electrolyte for Lithium Secondary Battery and Lithium Secondary Battery Including the Same,Oh; Sung Yon et al.,2024-06-10,"SK On Co., Ltd.",20240339664,4.662847
468,US-PGPUB,2024-10-10,11,METHOD AND SYSTEM FOR PROVIDING ASSISTANCE TO A USER OF A MACHINE,MANDRELLI; Luca,2024-04-05,SCM GROUP S.p.A.,20240338527,4.0961313
469,US-PGPUB,2024-10-10,122,THERAPEUTIC RNA FOR TREATING CANCER,SAHIN; Ugur et al.,2021-12-20,BioNTech SE,20240335511,3.3402114
470,US-PGPUB,2024-10-10,31,Data Fusion Technique for Predicting Soil Classification,Story; Brett et al.,2024-06-10,Southern Methodist University,20240337567,5.7113504
471,US-PGPUB,2024-10-10,350,CRISPR/CAS9-BASED COMPOSITIONS AND METHODS FOR TREATING RETINAL DEGENERATIONS,Jaskula-Ranga; Vinod et al.,2023-10-17,The Johns Hopkins University,20240336934,1.511416
472,US-PGPUB,2024-10-10,358,"ENTPD2 ANTIBODIES, COMBINATION THERAPIES, AND METHODS OF USING THE ANTIBODIES AND COMBINATION THERAPIES",DIDONATO; Michael et al.,2024-01-30,Novartis AG,20240336701,2.0865228
473,US-PGPUB,2024-10-10,298,COMBINATION HMPV/RSV RNA VACCINES,Ciaramella; Giuseppe et al.,2023-12-04,"ModernaTX, Inc.",20240335526,2.6737592
474,US-PGPUB,2024-10-10,53,OPERATION METHOD RELATED TO HANDOVER IN SIDELINK RELAY IN WIRELESS COMMUNICATION SYSTEM,BACK; Seoyoung et al.,2022-07-15,LG Electronics Inc.,20240340731,3.569897
475,US-PGPUB,2024-10-10,43,METHOD AND APPARATUS FOR PARTIAL SENSING BASED ON SL HARQ FEEDBACK IN NR V2X,KO; Woosuk et al.,2022-07-01,LG ELECTRONICS INC.,20240340922,2.4653814
476,US-PGPUB,2024-10-10,91,SYNTHESIS OF MODIFIED OLIGONUCLEOTIDES WITH INCREASED STABILITY,Khvorova; Anastasia et al.,2024-01-19,UNIVERSITY OF MASSACHUSETTS,20240336916,3.4679
477,US-PGPUB,2024-10-10,79,BISPECIFIC ANTIBODIES AND USES THEREOF,Liu; Yue et al.,2024-06-14,AB STUDIO INC.,20240336702,3.078763
478,US-PGPUB,2024-10-10,54,METHODS AND DEVICES FOR DETECTING SARS-COV-2,ORTAC; Inanc,2024-06-11,"Sarmal, Inc.",20240336964,4.2837696
479,US-PGPUB,2024-10-10,41,GEO REDUNDANCY AWARE NETWORK SLICE MANAGEMENT FUNCTION (NSMF) IN A WIRELESS NETWORK SYSTEM,CHANDRASEKARAN; Ganesh et al.,2024-06-05,"Samsung Electronics Co., Ltd.",20240340226,2.8945684
480,US-PGPUB,2024-10-10,199,DERIVATIVES OF SUBSTITUTED MORPHOLINES AND USES THEREOF,Padia; Janak Khimchand et al.,2024-03-26,"Supernus Pharmaceuticals, Inc.",20240336581,1.5162005
481,US-PGPUB,2024-10-10,115,ORGANIC LIGHT-EMITTING DEVICE,NISHIDE; YOSUKE et al.,2024-05-07,CANON KABUSHIKI KAISHA,20240341164,2.9782324
482,US-PGPUB,2024-10-10,74,ANTIBODIES TO CD40,BARNHART; Bryan C. et al.,2024-04-19,BRISTOL-MYERS SQUIBB COMPANY,20240336695,2.7887483
483,US-PGPUB,2024-10-10,11,"FORMATION OF N-PROTECTED 3,6-BIS-(4-AMINOBUTYL)-2,5-DIKETOPIPERAZINE THROUGH A CYCLIC ALPHA-N-PROTECTED AMINO ESTER INTERMEDIATE",FREEMAN; JOHN J. et al.,2024-06-14,MannKind Corporation,20240336576,4.0961313
484,US-PGPUB,2024-10-10,47,METHOD FOR PROVIDING COATING SYSTEMS WITH CORROSION-PROTECTIVE PROPERTIES,LEIZA; Jos? Ram?n et al.,2024-06-13,"The University of the Basque Country/Institute,Fundaci?n Cidetec",20240336784,4.5403337
485,US-PGPUB,2024-10-10,83,GREEN SUN-SHADED CHARGING STATIONS,FARB; Mark Daniel,2024-05-21,"FLOWER TURBINES, INC.",20240339952,5.9454174
486,US-PGPUB,2024-10-10,17,MANAGEMENT OF STREAMING VIDEO DATA,Paradise; Andrew,2024-06-13,Skillz Platform Inc.,20240335739,4.733719
487,US-PGPUB,2024-10-10,18,SYSTEMS AND METHODS FOR MAPPING A TERM TO A VECTOR REPRESENTATION IN A SEMANTIC SPACE,Barve; Rakesh et al.,2024-06-14,"nference, Inc.",20240338375,3.4527087
488,US-PGPUB,2024-10-10,34,METHOD AND APPARATUS FOR PROVIDING USER INTERFACE FOR VIDEO RETRIEVAL,Lee; Seung Joon et al.,2024-06-12,"Twelve Labs, Inc.",20240338409,4.030757
489,US-PGPUB,2024-10-10,161,METHODS OF USING CHIMERIC ANTIGEN RECEPTORS TARGETING B-CELL MATURATION ANTIGEN AND USES THEREOF,Brentjens; Renier J. et al.,2024-06-20,"MEMORIAL SLOAN KETTERING CANCER CENTER,EUREKA THERAPEUTICS, INC.",20240335475,2.3206933
490,US-PGPUB,2024-10-10,14,SMALLPOX VACCINE FOR CANCER TREATMENT,SZALAY; Aladar et al.,2024-06-14,"CALIDI BIOTHERAPEUTICS (NEVADA), INC.",20240335530,5.477896
491,US-PGPUB,2024-10-10,55,DYNAMIC MODIFICATION OF DIGITAL REDEMPTION TRANSACTIONS,Saunkeah; Gabriel et al.,2024-04-02,"Loop Commerce, Inc.",20240338727,5.1472287
492,US-PGPUB,2024-10-10,194,METHODS FOR SIMULTANEOUS AMPLIFICATION OF TARGET LOCI,Rabinowitz; Matthew et al.,2024-06-21,"Natera, Inc.",20240336970,1.3128068
493,US-PGPUB,2024-10-10,32,COMPUTER VISION AND ARTIFICIAL INTELLIGENCE APPLICATIONS FOR PERFORMANCE EVALUATION AND/OR SKILLS DEVELOPMENT,Young; Todd et al.,2023-11-02,"Ballogy, Inc.",20240335725,5.305628
494,US-PGPUB,2024-10-10,48,METHOD OF RENDERING USING A DISPLAY DEVICE,Miller; Samuel A. et al.,2024-06-14,"Magic Leap, Inc.",20240338909,3.7431953
495,US-PGPUB,2024-10-10,23,METHOD OF EVALUATING AN ORTHODONTIC APPLIANCE,SALAH; Philippe et al.,2022-08-05,DENTAL MONITORING,20240335256,3.1999357
496,US-PGPUB,2024-10-10,34,Reconstructing a Dataset After Detection of a Network Security Threat in a Network,Patel; Prina Rajendra Kumar et al.,2024-06-17,Vocalink international Limited,20240340293,3.8954382
497,US-PGPUB,2024-10-10,83,SURGICAL ROBOT SYSTEMS COMPRISING ROBOTIC TELEMANIPULATORS AND INTEGRATED LAPAROSCOPY,CHASSOT; Julien et al.,2024-06-14,Distalmotion SA,20240335246,2.4770777
498,US-PGPUB,2024-10-10,20,OUTDOOR MUSHROOM INSTRUMENTS,Rannells; Joshua et al.,2024-06-17,"PlayCore Wisconsin, Inc.",20240339093,4.015556
1000,US-PGPUB,2024-10-10,15,POLARIZATION INTELLIGENT SENSING SYSTEM AND POLARIZATION INTELLIGENT SENSING METHOD,YAO; DONG et al.,2024-06-21,"Changchun Institute Of Optics, Fine Mechanics And Physics, Chinese Academy Of Sciences",20240337535,6.289148